topology,beta_level,beta_a,beta_b,replication,seed,alpha,final_alignment,mean_alignment
ER,High heterogeneity,0.5,0.5,44,1942384,0.7,0.24418218642149506,0.33394268190339105
ER,High heterogeneity,0.5,0.5,44,1942384,0.9,0.2182151546574689,0.3122638906835808
ER,High heterogeneity,0.5,0.5,44,1942384,1.0,0.20337949366165925,0.3022587296752682
ER,High heterogeneity,0.5,0.5,45,1942385,0.0,0.5023553568514414,0.5603758876871848
ER,High heterogeneity,0.5,0.5,45,1942385,0.3,0.44547945280504975,0.5011393497063082
ER,High heterogeneity,0.5,0.5,45,1942385,0.5,0.3989148131074637,0.4522266788918062
ER,High heterogeneity,0.5,0.5,45,1942385,0.7,0.14436816468512148,0.2253957173761901
ER,High heterogeneity,0.5,0.5,45,1942385,0.9,0.13695788866739927,0.22014589652495287
ER,High heterogeneity,0.5,0.5,45,1942385,1.0,0.13978309853727064,0.22331437684345706
ER,High heterogeneity,0.5,0.5,46,1942386,0.0,0.49521465872079723,0.5402805201736403
ER,High heterogeneity,0.5,0.5,46,1942386,0.3,0.45632294934810147,0.5008773892235765
ER,High heterogeneity,0.5,0.5,46,1942386,0.5,0.4168767268536049,0.4624862354711589
ER,High heterogeneity,0.5,0.5,46,1942386,0.7,0.3010466196668725,0.35452306228682046
ER,High heterogeneity,0.5,0.5,46,1942386,0.9,0.218578819297043,0.2806113163217458
ER,High heterogeneity,0.5,0.5,46,1942386,1.0,0.19990786834390448,0.26496750161808924
ER,High heterogeneity,0.5,0.5,47,1942387,0.0,0.3436304755961993,0.4236977575108356
ER,High heterogeneity,0.5,0.5,47,1942387,0.3,0.2975880576490015,0.3785371726426224
ER,High heterogeneity,0.5,0.5,47,1942387,0.5,0.2475629335944433,0.33720110305039036
ER,High heterogeneity,0.5,0.5,47,1942387,0.7,0.14338530901234894,0.25817441355618265
ER,High heterogeneity,0.5,0.5,47,1942387,0.9,0.13534058404673022,0.25161278470635623
ER,High heterogeneity,0.5,0.5,47,1942387,1.0,0.1439208512840134,0.2587823897687781
ER,High heterogeneity,0.5,0.5,48,1942388,0.0,0.38257841790430447,0.48306834118213055
ER,High heterogeneity,0.5,0.5,48,1942388,0.3,0.3275228066921348,0.4302415542498952
ER,High heterogeneity,0.5,0.5,48,1942388,0.5,0.28667230812337474,0.39231398812071816
ER,High heterogeneity,0.5,0.5,48,1942388,0.7,0.26267935137742454,0.37299406567296
ER,High heterogeneity,0.5,0.5,48,1942388,0.9,0.2170086454335897,0.3479459223761066
ER,High heterogeneity,0.5,0.5,48,1942388,1.0,0.20857861236788408,0.3397490731618892
ER,High heterogeneity,0.5,0.5,49,1942389,0.0,0.5651908617864781,0.6120306262980851
ER,High heterogeneity,0.5,0.5,49,1942389,0.3,0.457834558812081,0.515735010044889
ER,High heterogeneity,0.5,0.5,49,1942389,0.5,0.31075803508255295,0.40231089478423165
ER,High heterogeneity,0.5,0.5,49,1942389,0.7,0.1559798636997856,0.2833876342667725
ER,High heterogeneity,0.5,0.5,49,1942389,0.9,0.1070576528301002,0.24594181061741419
ER,High heterogeneity,0.5,0.5,49,1942389,1.0,0.10768425689306085,0.24706146489549163
